Removed Pin From Net: NetName=GND Pin=BT1-2
Removed Pin From Net: NetName=GND Pin=BT1-2
Removed Pin From Net: NetName=GND Pin=C11-2
Removed Pin From Net: NetName=VCC3V3 Pin=C12-1
Removed Pin From Net: NetName=GND Pin=C12-2
Removed Pin From Net: NetName=VCC5V Pin=C13-1
Removed Pin From Net: NetName=GND Pin=C13-2
Removed Pin From Net: NetName=GND Pin=JP1-1
Removed Pin From Net: NetName=VCC5V Pin=JP1-2
Removed Pin From Net: NetName=JOY1_X Pin=JP1-3
Removed Pin From Net: NetName=JOY1_Y Pin=JP1-4
Removed Pin From Net: NetName=RF_MOSI Pin=JP3-2
Removed Pin From Net: NetName=RF_CSN Pin=JP3-3
Removed Pin From Net: NetName=VCC5V Pin=JP3-4
Removed Pin From Net: NetName=GND Pin=JP3-5
Removed Pin From Net: NetName=RF_CE Pin=JP3-6
Removed Pin From Net: NetName=RF_SCK Pin=JP3-7
Removed Pin From Net: NetName=RF_MISO Pin=JP3-8
Removed Pin From Net: NetName=GND Pin=LED5-2
Removed Pin From Net: NetName=VCC5V Pin=U2-2
Removed Pin From Net: NetName=VCC5V Pin=U2-4
Removed Member From Class: ClassName=Power_Supply Member=LED5
Change Component Footprint: Designator=JP1 Old Footprint=JP 1x5 DT New Footprint=JP 2x4 CT
Change Component Footprint: Designator=JP3 Old Footprint=JP 2x4 CT New Footprint=JP 1x5 DT
Change Component Footprint: Designator=C11 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Footprint: Designator=C12 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Footprint: Designator=C13 Old Footprint=tu 0603 New Footprint=CAP 0603_1608
Change Component Comment : Designator=C13 Old Comment=106 New Comment=4.7 µF
Change Component Comment : Designator=C11 Old Comment=106 New Comment=10 µF
Change Component Comment : Designator=C12 Old Comment=106 New Comment=10 µF
Change Component Comment : Designator=U2 Old Comment=AMS1117 - 5V New Comment=AMS1117 - 3.3V
Change Component Comment : Designator=JP1 Old Comment=JP 1x5 2.54 New Comment=JP 2x4 2.54
Change Component Comment : Designator=JP3 Old Comment=JP 2x4 2.54 New Comment=JP 1x5 2.54
Change component parameters: Designator = "JP1" ("JP1"); Footprint = "JP 1x5 DT"; UniqueID = "\YEMTHGGU" ("\YEMTHGGU")
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/sunled/XZMYR68W-3/6615529"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Configuration"; Value = "Standard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Test"; Value = "20mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height (Max)"; Value = "0.25mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 8:00:47 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Color"; Value = "Colorless"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Size"; Value = "0.60mm x 0.50mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Style"; Value = "Rectangle with Flat Top"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Transparency"; Value = "Clear"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "SunLED"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Millicandela Rating"; Value = "98mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "XZMYR68W-3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "171"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.07"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "1.00mm L x 0.50mm W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "1497-1385-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "Yellow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "120°"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Forward (Vf) (Typ)"; Value = "2.05V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Dominant"; Value = "589nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Peak"; Value = "591nm"; VariantName = "[No Variations]"
Added Component: Designator=D6(LED 0402_1005 RED)
Add component (AddParameter): Name = "Color"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/würth-elektronik/150040RS73220/9857945"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Configuration"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Test"; Value = "20mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height (Max)"; Value = "0.35mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 7:59:17 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Color"; Value = "Colorless"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Size"; Value = "1.00mm x 0.50mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Style"; Value = "Rectangle with Flat Top"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Transparency"; Value = "Clear"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Würth Elektronik"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Millicandela Rating"; Value = "110mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "150040RS73220"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "512"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.29"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "WL-SMCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "1.00mm L x 0.50mm W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "732-13422-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "Red"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "120°"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Forward (Vf) (Typ)"; Value = "2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Dominant"; Value = "624nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Peak"; Value = "632nm"; VariantName = "[No Variations]"
Added Component: Designator=L1(WURTH WE-PD 1210)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://katalog.we-online.de/pbs/datasheet/7447709680.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/würth-elektronik/7447709680/1638652"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Saturation"; Value = "3.6A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating (Amps)"; Value = "3.2 A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Resistance (DCR)"; Value = "89mOhm Max"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "Nonstandard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency - Self Resonant"; Value = "5.5MHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.394" (10.00mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance"; Value = "68 µH"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Inductance Frequency - Test"; Value = "1 kHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 8:26:17 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Würth Elektronik"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material - Core"; Value = "Ferrite"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-40°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "Nonstandard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "7447709680"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "5691"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "1.48"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "WE-PD"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Shielding"; Value = "Shielded"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.472" L x 0.472" W (12.00mm x 12.00mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "1212"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "732-1247-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = "Drum Core, Wirewound"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "68 µH"; VariantName = "[No Variations]"
Added Component: Designator=Q1(ON SEMI SOT-723)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.onsemi.com/pub/Collateral/MMBT2222AM3-D.PDF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/on-semiconductor/MMBT2222AM3T5G/MMBT2222AM3T5GOSCT-ND/3487571"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Collector (Ic) (Max)"; Value = "600mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Collector Cutoff (Max)"; Value = "10nA (ICBO)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DC Current Gain (hFE) (Min) @ Ic, Vce"; Value = "100 @ 150mA, 10V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Frequency - Transition"; Value = "300MHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 8:24:06 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "ON Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 150°C (TJ)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "SOT-723"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "MMBT2222AM3T5G"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "22"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power - Max"; Value = "640mW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.03"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "SOT-723"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "MMBT2222AM3T5GOSCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Transistor Type"; Value = "NPN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Vce Saturation (Max) @ Ib, Ic"; Value = "1V @ 50mA, 500mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Collector Emitter Breakdown (Max)"; Value = "40V"; VariantName = "[No Variations]"
Added Component: Designator=R8(RES 0603_1608)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://media.digikey.com/pdf/Data%20Sheets/KOA%20Speer/RN73R_Type_DS.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/koa-speer-electronics-inc/RN73R1JTTD4700B25/10017891"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thin Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200, Moisture Resistant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "2/9/2024 8:40:55 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "KOA Speer Electronics, Inc."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "RN73R1JTTD4700B25"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "71186"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.05"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "470 Ohms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "RN73R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "2019-RN73R1JTTD4700B25CT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±25ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±0.1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "470 Ohms"; VariantName = "[No Variations]"
Added Component: Designator=R9(RES 0603_1608)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/yageo/AC0603FR-0710KL/2827814"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200, Moisture Resistant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "2/9/2024 8:42:48 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "CutTape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "AC0603FR-0710KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "17347"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10 kOhms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "AC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-10KLDCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 kOhms"; VariantName = "[No Variations]"
Added Component: Designator=R10(RES 0603_1608)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/yageo/AC0603FR-0710KL/2827814"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200, Moisture Resistant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "2/9/2024 8:42:48 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "CutTape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "AC0603FR-0710KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "17347"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10 kOhms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "AC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "311-10KLDCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±100ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±1%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10 kOhms"; VariantName = "[No Variations]"
Added Component: Designator=R11(RES 0603_1608)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/yageo/AC0603FR-0710KL/2827814"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Composition"; Value = "Thick Film"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200, Moisture Resistant"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "2/9/2024 8:42:48 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 155°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "CutTape"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "AC0603FR-0710KL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "17347"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power (Watts)"; Value = "0.1W, 1/10W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance"; Value = "10 kOhms"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "AC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.063" L x 0.031" W (1.60mm x 0.80mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
