Removed Pin From Net: NetName=VCCNRF Pin=C20-2
Removed Pin From Net: NetName=VCCNRF Pin=C21-2
Removed Pin From Net: NetName=+5 Pin=C26-2
Removed Pin From Net: NetName=GND Pin=C34-1
Removed Pin From Net: NetName=GND Pin=D5-2
Removed Pin From Net: NetName=GND Pin=D6-A
Removed Pin From Net: NetName=GND Pin=D7-2
Removed Pin From Net: NetName=+5 Pin=R25-2
Removed Pin From Net: NetName=GND Pin=R27-1
Removed Pin From Net: NetName=GND Pin=U3-1
Removed Pin From Net: NetName=VCCNRF Pin=U3-2
Removed Pin From Net: NetName=+5 Pin=U3-3
Removed Pin From Net: NetName=VCCNRF Pin=U3-4
Removed Pin From Net: NetName=GND Pin=U4-2
Removed Pin From Net: NetName=+5 Pin=U4-5
Removed Member From Class: ClassName=Power_2 Member=C34
Removed Member From Class: ClassName=Power_2 Member=D4
Removed Member From Class: ClassName=Power_2 Member=D5
Removed Member From Class: ClassName=Power_2 Member=D6
Removed Member From Class: ClassName=Power_2 Member=D7
Removed Member From Class: ClassName=Power_2 Member=L2
Removed Member From Class: ClassName=Power_2 Member=R25
Removed Member From Class: ClassName=Power_2 Member=R26
Removed Member From Class: ClassName=Power_2 Member=R27
Removed Member From Class: ClassName=Power_2 Member=U3
Removed Member From Class: ClassName=Power_2 Member=U4
Change Component Footprint: Designator=C15 Old Footprint=CAP 0603_1608 New Footprint=CAP 0805_2012
Change Component Footprint: Designator=C20 Old Footprint=CAP 0603_1608 New Footprint=CAP 0805_2012
Change Component Footprint: Designator=C21 Old Footprint=CAP 0603_1608 New Footprint=CAP 0805_2012
Change Component Footprint: Designator=D6 Old Footprint=DIOM7959X265N New Footprint=SOD-123
Change Component Footprint: Designator=D7 Old Footprint=LED 0402_1005 BLUE New Footprint=SOD-123
Change Component Footprint: Designator=D5 Old Footprint=LED 0402_1005 YELLOW New Footprint=SOD-123
Change Component Footprint: Designator=D4 Old Footprint=SOD323 New Footprint=SOD-123
Change Component Footprint: Designator=R24 Old Footprint=tro smd 0603 New Footprint=RES 0603_1608
Change Component Comment : Designator=R24 Old Comment=1k New Comment=680 Ohms
Change Component Comment : Designator=C20 Old Comment=4.7 µF New Comment=10 µF
Change Component Comment : Designator=C16 Old Comment=10 µF New Comment=0.1µF
Change Component Comment : Designator=R23 Old Comment=31.6 kOhms New Comment=680 Ohms
Change Component Comment : Designator=C22 Old Comment=10000 pF New Comment=0.1µF
Change Component Comment : Designator=C15 Old Comment=10000 pF New Comment=10 µF
Change Component Comment : Designator=D4 Old Comment=BAT165E6327HTSA1 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D7 Old Comment=Blue New Comment=1N5819HW-7-F
Change Component Comment : Designator=D6 Old Comment=SS34 New Comment=1N5819HW-7-F
Change Component Comment : Designator=D5 Old Comment=Yellow New Comment=1N5819HW-7-F
Change component parameters: Designator = "R23" ("R23"); Footprint = "RES 0603_1608"; UniqueID = "\KEBQRQXN" ("\KEBQRQXN")
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "IN-S63AT5Y"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "143"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.03"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "IN-S63AT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "1.60mm L x 0.80mm W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "1830-1066-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "Yellow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "120°"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Forward (Vf) (Typ)"; Value = "2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Dominant"; Value = "589nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Peak"; Value = "593nm"; VariantName = "[No Variations]"
Added Component: Designator=D11(LED 0603_1608 YELLOW)
Add component (AddParameter): Name = "Color"; Value = "Yellow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S63AT%20Series_V1.1.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.digikey.com/en/products/detail/inolux/IN-S63AT5Y/7604932"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Configuration"; Value = "Standard"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current - Test"; Value = "5mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height (Max)"; Value = "0.40mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "6/3/2024 8:01:09 PM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Color"; Value = "Clear"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Size"; Value = "1.15mm x 0.80mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Style"; Value = "Rectangle with Flat Top"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lens Transparency"; Value = "Clear"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Inolux"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Millicandela Rating"; Value = "35mcd"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0603 (1608 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "IN-S63AT5Y"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "143"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.03"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "IN-S63AT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "1.60mm L x 0.80mm W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "1830-1066-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "Yellow"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Viewing Angle"; Value = "120°"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Forward (Vf) (Typ)"; Value = "2V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Dominant"; Value = "589nm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Wavelength - Peak"; Value = "593nm"; VariantName = "[No Variations]"
Added Component: Designator=SW1(SW_2ARS_TH)
Add component (AddParameter): Name = "Alternate Part Number-1"; Value = "NA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "TH"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "ITT C&K"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "SRB23A2BBBNN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number-1"; Value = "SRB23A2BBBNN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier-1"; Value = "SP ROAD"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=BT1-2
Added Pin To Net: NetName=GND Pin=BT1-2
Added Pin To Net: NetName=GND Pin=C15-1
Added Pin To Net: NetName=+5 Pin=C15-2
Added Pin To Net: NetName=GND Pin=C19-1
Added Pin To Net: NetName=VDD1 Pin=C20-2
Added Pin To Net: NetName=+5 Pin=C21-2
Added Pin To Net: NetName=GND Pin=C22-1
Added Pin To Net: NetName=+5 Pin=C22-2
Added Pin To Net: NetName=VCCNRF Pin=C26-2
Added Pin To Net: NetName=GND Pin=D4-1
Added Pin To Net: NetName=VDD1 Pin=D4-2
Added Pin To Net: NetName=VDD1 Pin=D5-1
Added Pin To Net: NetName=VDD1 Pin=D5-2
Added Pin To Net: NetName=+5 Pin=D6-1
Added Pin To Net: NetName=+5 Pin=D6-2
Added Pin To Net: NetName=+5 Pin=D7-1
Added Pin To Net: NetName=+5 Pin=D7-2
Added Pin To Net: NetName=GND Pin=D8-1
Added Pin To Net: NetName=+5 Pin=D8-2
Added Pin To Net: NetName=GND Pin=D9-1
Added Pin To Net: NetName=+5 Pin=D9-2
Added Pin To Net: NetName=GND Pin=D10-2
Added Pin To Net: NetName=GND Pin=D11-2
Added Pin To Net: NetName=GND Pin=R10-1
Added Pin To Net: NetName=+12 Pin=R13-1
Added Pin To Net: NetName=VDD1 Pin=R23-2
Added Pin To Net: NetName=+12 Pin=SW1-2
Change Net Name : Old Net Name=+12 New Net Name=+8.4
Added Pin To Net: NetName=NetBT1_1 Pin=BT1-1
Added Pin To Net: NetName=NetBT1_1 Pin=BT1-1
Added Pin To Net: NetName=NetBT1_1 Pin=SW1-1
Added Net: Name=NetBT1_1
Added Pin To Net: NetName=NetD10_1 Pin=D10-1
Added Pin To Net: NetName=NetD10_1 Pin=R23-1
Added Net: Name=NetD10_1
Added Pin To Net: NetName=NetD11_1 Pin=D11-1
Added Pin To Net: NetName=NetD11_1 Pin=R24-1
Added Net: Name=NetD11_1
Added Member To Class: ClassName=Power_2 Member=Component BT1 18650
Added Member To Class: ClassName=MAIN_TX Member=Component D4 1N5819HW-7-F
Added Member To Class: ClassName=MAIN_TX Member=Component D5 1N5819HW-7-F
Added Member To Class: ClassName=MAIN_TX Member=Component D6 1N5819HW-7-F
Added Member To Class: ClassName=MAIN_TX Member=Component D7 1N5819HW-7-F
Added Member To Class: ClassName=MAIN_TX Member=Component D8 1N5819HW-7-F
Added Member To Class: ClassName=MAIN_TX Member=Component D9 1N5819HW-7-F
Added Member To Class: ClassName=Power_2 Member=Component D10 Yellow
Added Member To Class: ClassName=Power_2 Member=Component D11 Yellow
Added Member To Class: ClassName=Power_2 Member=Component SW1 ROCKET SWITCH-10A
